id,type_de_bien,année,nb_de_pieces,surface,ville,prix
2316,maison,16,12,500, BORDEAUX,8925000
2317,appartement,1900,3,50, BORDEAUX,253000
2318,maison,4,2,61, LA TESTE DE BUCH,270000
2319,maison,3,2,67, GUJAN MESTRAS,409000
2320,maison,16,10,500, COUTRAS,830000
2321,appartement,3,2,35, LE VERDON SUR MER,65000
2322,maison,1810,3,75, BORDEAUX,357000
2323,appartement,1991,3,72, TALENCE,220000
2324,maison,6,3,118, PUGNAC,270000
2325,maison,2015,6,141, ST JEAN D ILLAC,710000
2326,maison,2003,7,207, LA TESTE DE BUCH,1300000
2327,maison,2018,5,100, MIOS,347000
2328,maison,1900,10,340, ST EMILION,294000
2329,appartement,2020,3,71, ST CAPRAIS DE BORDEAUX,229000
2330,maison,6,5,170, LACANAU OCEAN                   ,830000
2331,appartement,2009,2,32, CAMBES,87000
2332,maison,1880,3,65, LESTIAC SUR GARONNE,169800
2333,maison,6,5,210, BLANQUEFORT,630000
2334,maison,5,4,118, MIOS,412500
2335,maison,5,4,135, BORDEAUX,672000
2336,appartement,3,2,62, MERIGNAC,200000
2337,maison,7,4,112, AUDENGE,357000
2338,maison,5,4,170, BLESIGNAC,317500
2339,maison,2,1,48, ST JEAN DE BLAIGNAC,70500
2340,maison,4,3,111, BORDEAUX,599000
2341,maison,5,3,130, BAZAS,199500
2342,maison,5,3,135, BLAYE,147999
2343,maison,4,3,115, TALENCE,590000
2344,appartement,1981,3,43, SOULAC SUR MER,159000
2345,maison,1800,14,462, ISLE ST GEORGES,850000
2346,appartement,3,2,86, AMBARES ET LAGRAVE,190800
2347,maison,1980,3,40, LACANAU OCEAN                   ,160000
2348,maison,4,3,108, ST MAIXANT,129000
2349,maison,1987,6,110, LANGON,238000
2350,maison,1978,4,79, LANTON,349000
2351,maison,8,6,153, MERIGNAC,540000
2352,appartement,1,2,23, ARCACHON,213000
2353,maison,7,4,144, EYSINES,475500
2354,appartement,2010,3,63, ST SULPICE ET CAMEYRAC,155000
2355,maison,4,3,90, GALGON,240000
2356,appartement,2,1,27, ARCACHON,191500
2357,maison,6,5,160, GUJAN MESTRAS,630000
2358,maison,1980,6,210, YVRAC,467000
2359,maison,2015,6,134, GUJAN MESTRAS,714000
2360,maison,2001,8,175, LA TESTE DE BUCH,670000
2361,maison,1930,2,80, BORDEAUX,193500
2362,maison,1777,11,361, ST ANDRE DE CUBZAC,315000
2363,appartement,6,3,151, BORDEAUX,840000
2364,appartement,6,5,190, BORDEAUX,1057980
2365,maison,4,3,85, LEOGNAN,294800
2366,appartement,4,3,83, MERIGNAC,352000
2367,maison,3,2,72, ST MEDARD EN JALLES,97000
2368,maison,4,3,120, LE TAILLAN MEDOC,360000
2369,maison,6,4,171, FARGUES ST HILAIRE,396500
2370,maison,6,3,333, BORDEAUX,2037750
2371,maison,4,3,100, LA TESTE DE BUCH,192000
2372,maison,3,2,88, BIGANOS,265500
2373,maison,4,3,112, BIGANOS,307500
2374,maison,8,5,480, SALLES,1194150
2375,maison,6,5,186, MIOS,798000
2376,maison,5,3,170, BAZAS,186500
2377,maison,5,3,280, AILLAS,368000
2378,maison,6,3,140, BARSAC,318000
2379,maison,6,2,210, CERONS,661500
2380,maison,9,6,720, VERDELAIS,689000
2381,maison,9,4,340, NOAILLAN,850500
2382,maison,7,4,216, ST LOUBES,444000
2383,maison,7,4,120, ST LOUBES,339000
2384,appartement,2,1,45, TALENCE,288000
2385,maison,6,4,170, TALENCE,861000
2386,appartement,2,1,44, ST SEURIN SUR L ISLE,78000
2387,appartement,2,1,53, LANGOIRAN,118500
2388,maison,7,4,187, SADIRAC,558500
2389,appartement,2,1,36, PESSAC,171000
2390,maison,6,1,140, QUINSAC,520000
2391,appartement,3,2,70, FLOIRAC,231105
2392,maison,1786,8,280, ST MICHEL DE FRONSAC,449000
2393,maison,1830,9,300, LIBOURNE,884000
2394,appartement,1960,4,81, BORDEAUX,452000
2395,maison,4,3,126, LE PIAN MEDOC,444000
2396,maison,3,2,49, LE BARP,213000
2397,appartement,1,1,30, CARCANS,120000
2398,appartement,2,1,34, ST QUENTIN DE BARON,76000
2399,maison,2011,7,182, HOURTIN,483000
2400,maison,1970,5,60, HOURTIN,265000
2401,appartement,2,1,48, BORDEAUX,199000
2402,maison,1995,4,100, BLANQUEFORT,407000
2403,appartement,2017,3,69, PESSAC,299000
2404,maison,4,3,86, PESSAC,360000
2405,maison,2000,7,230, GUJAN MESTRAS,869000
2406,maison,2001,5,141, SALLES,377000
2407,appartement,3,2,70, FLOIRAC,249000
2408,appartement,1968,7,145, BORDEAUX,588000
2409,maison,2000,5,135, AMBARES ET LAGRAVE,335000
2410,maison,1987,7,120, CROIGNON,299000
2411,maison,1980,6,150, ANDERNOS LES BAINS,679000
2412,appartement,2021,5,125, BORDEAUX,720000
2413,maison,13,7,650, BLAYE,493000
2414,maison,8,4,255, BORDEAUX,1567500
2415,appartement,4,3,90, VILLENAVE D ORNON,336000
2416,maison,10,6,260, PUYNORMAND,260000
2417,maison,1997,4,100, ANDERNOS LES BAINS,359000
2418,maison,6,4,128, BORDEAUX,526000
2419,maison,1900,10,235, LIBOURNE,399000
2420,maison,1900,11,261, LIBOURNE,550000
2421,maison,1900,7,208, ST EMILION,559000
2422,appartement,2,1,25, LACANAU OCEAN                   ,99000
2423,maison,5,4,158, ARCACHON,745500
2424,maison,2000,6,149, GUJAN MESTRAS,724500
2425,appartement,3,2,67, FLOIRAC,213000
2426,maison,1930,5,148, BORDEAUX,599000
2427,maison,4,3,219, ARES,885800
2428,appartement,2,1,25, CARCANS,87000
2429,maison,1900,7,110, BORDEAUX,555000
2430,maison,4,3,132, LEGE CAP FERRET,579000
2431,maison,1985,6,169, GUJAN MESTRAS,555000
2432,appartement,2,1,67, BORDEAUX,349000
2433,maison,1900,2,40, TALENCE,466400
2434,appartement,2016,2,47, LORMONT,147000
2435,maison,1982,3,91, LANTON,363800
2436,maison,2016,4,101, LA TESTE DE BUCH,499500
2437,maison,1900,3,107, LESPARRE MEDOC,60000
2438,maison,2020,2,49, ANDERNOS LES BAINS,240075
2439,maison,3,2,92, FRONSAC,367500
2440,maison,1850,7,227, LA REOLE,243000
2441,maison,1998,6,154, LE BARP,426000
2442,appartement,4,3,68, BORDEAUX,255000
2443,maison,2012,4,90, ANDERNOS LES BAINS,380000
2444,appartement,2014,3,68, BORDEAUX,243000
2445,maison,11,8,350, ST EMILION,1537000
2446,appartement,3,2,39, SOULAC SUR MER,74000
2447,maison,2004,5,145, BORDEAUX,710600
2448,maison,1981,7,180, ANDERNOS LES BAINS,528000
2449,maison,3,2,82, ST VIVIEN DE MEDOC,120000
2450,maison,2012,4,140, BORDEAUX,529000
2451,maison,5,3,97, LA TESTE DE BUCH,300000
2452,maison,2002,3,120, EYSINES,150000
2453,maison,1952,6,125, MERIGNAC,750750
2454,maison,3,2,65, LORMONT,220671
2455,appartement,3,2,66, BLANQUEFORT,268900
2456,appartement,4,3,130, BORDEAUX,1150000
2457,appartement,4,2,124, BORDEAUX,895000
2458,maison,6,4,256, LANGON,449000
2459,appartement,2,1,48, PESSAC,215000
2460,maison,4,3,80, TALENCE,349500
2461,maison,6,5,167, TALENCE,595000
2462,maison,4,2,82, ST ANTOINE SUR L ISLE,162500
2463,appartement,1800,2,43, BORDEAUX,181600
2464,appartement,2019,3,62, BORDEAUX,294000
2465,appartement,2007,2,45, BARSAC,82800
2466,maison,2011,4,88, AVENSAN,211000
2467,appartement,1900,3,66, BORDEAUX,395000
2468,maison,1996,3,70, LIBOURNE,172500
2469,maison,1974,5,130, COUTRAS,346000
2470,maison,1984,4,124, IZON,320700
2471,maison,2013,4,110, ANDERNOS LES BAINS,509250
2472,maison,4,1,60, PAILLET,155000
2473,maison,5,4,221, PRECHAC,86500
2474,maison,6,4,246, ST ROMAIN LA VIRVEE,375500
2475,maison,4,3,115, TALENCE,590000
2476,maison,1999,3,80, SALLES,294700
2477,maison,1986,9,161, PESSAC,549980
2478,maison,1950,3,73, VENDAYS MONTALIVET,159000
2479,maison,2000,7,129, CADAUJAC,422000
2480,maison,1973,8,226, PAREMPUYRE,549000
2481,appartement,2,1,32, LANGON,73000
2482,maison,6,3,130, BORDEAUX,698000
2483,appartement,4,3,125, BORDEAUX,766500
2484,maison,1918,9,700, ARCACHON,5950000
2485,appartement,3,2,59, LIBOURNE,103000
2486,appartement,2,1,45, LE VERDON SUR MER,110000
2487,maison,2008,3,70, GIRONDE SUR DROPT,119565
2488,maison,6,4,150, LA TESTE DE BUCH,890000
2489,maison,1979,4,96, GUJAN MESTRAS,530000
2490,maison,5,4,139, BLAYE,241500
2491,maison,1950,9,180, ETAULIERS,120000
2492,maison,5,4,139, ST SAVIN,241500
2493,maison,1995,5,147, ST CAPRAIS DE BLAYE,175000
2494,appartement,2017,3,69, BORDEAUX,275600
2495,appartement,1967,4,70, PESSAC,162000
2496,maison,1998,5,125, BIGANOS,372000
2497,maison,1900,8,234, BORDEAUX,1050000
2498,maison,1900,5,180, ST EMILION,275600
2499,appartement,1,1,24, BORDEAUX,139425
2500,appartement,6,4,183, ARCACHON,1955000
2501,appartement,2004,2,46, GRADIGNAN,139000
2502,maison,1920,3,77, BORDEAUX,310000
2503,appartement,4,3,98, BORDEAUX,493034
2504,maison,6,3,144, IZON,339000
2505,appartement,5,4,107, TALENCE,538000
2506,appartement,3,2,71, TALENCE,286500
2507,maison,7,3,400, BARON,840000
2508,maison,1997,4,107, GUJAN MESTRAS,397000
2509,maison,4,3,82, ST JEAN D ILLAC,312000
2510,maison,2,1,56, CENON,186000
2511,maison,1992,5,118, LE TAILLAN MEDOC,398900
2512,maison,8,1,380, ST ANDRE DE CUBZAC,513000
2513,appartement,3,2,65, MERIGNAC,224900
2514,appartement,3,2,41, LE VERDON SUR MER,75000
2515,maison,1940,3,70, CASTILLON LA BATAILLE,88000
2516,appartement,2,1,43, LANGON,76950
2517,maison,3,2,80, SAUVETERRE DE GUYENNE,165000
2518,maison,2008,4,116, ARES,750000
2519,maison,4,3,88, PESSAC,353600
2520,maison,3,2,92, BEGLES,407000
2521,appartement,2008,2,32, ARCACHON,259700
2522,appartement,2008,2,32, ARCACHON,222600
2523,maison,1830,5,180, BORDEAUX,789000
2524,appartement,1970,5,84, MERIGNAC,214000
2525,maison,1960,6,141, EYSINES,449000
2526,appartement,1900,2,42, BORDEAUX,199900
2527,appartement,2009,3,77, ARCACHON,395000
2528,appartement,2012,1,28, LIBOURNE,79000
2529,maison,1900,5,93, LIBOURNE,209000
2530,maison,5,4,165, PESSAC,630000
2531,maison,8,5,170, ST AUBIN DE BRANNE,301500
2532,maison,7,5,230, BORDEAUX,940000
2533,appartement,1,2,21, TALENCE,116600
2534,maison,5,3,214, LEGE CAP FERRET,724500
2535,maison,1989,6,211, GRADIGNAN,835000
2536,maison,8,4,306, MONTAGNE,2900000
2537,maison,1900,8,250, LE BOUSCAT,1648000
2538,maison,6,3,116, JUGAZAN,140000
2539,maison,1930,5,135, BORDEAUX,500000
2540,appartement,1995,7,187, ARCACHON,1487200
2541,appartement,2021,2,43, CARBON BLANC,194900
2542,appartement,2,1,43, CARBON BLANC,189900
2543,maison,2021,3,68, CAMBES,229000
2544,maison,2021,4,81, CAMBES,263000
2545,maison,4,3,94, CESTAS,402000
2546,maison,1970,7,125, PORT STE FOY ET PONCHAPT,112000
2547,appartement,2,1,49, BORDEAUX,225000
2548,maison,1850,4,52, LANGON,97000
2549,appartement,1980,3,82, MERIGNAC,290000
2550,appartement,4,3,69, ANDERNOS LES BAINS,299000
2551,maison,1909,7,129, ST CIERS SUR GIRONDE,178500
2552,appartement,3,2,70, ARCACHON,679000
2553,maison,1900,4,175, ST LAURENT MEDOC,110000
2554,maison,3,2,68, ARCACHON,540000
2555,maison,6,5,170, CAP FERRET                      ,2520000
2556,appartement,5,3,119, BORDEAUX,840000
2557,appartement,1990,1,22, TALENCE,108000
2558,maison,2007,6,245, SOULAC SUR MER,585200
2559,appartement,1880,1,45, BORDEAUX,225000
2560,maison,1950,5,110, LACANAU OCEAN                   ,378000
2561,maison,1983,13,255, BOURG,603500
2562,maison,3,2,87, ANDERNOS LES BAINS,310580
2563,maison,2014,4,120, ST EMILION,385000
2564,maison,19,7,575, LIBOURNE,680000
2565,appartement,6,4,193, BORDEAUX,1152250
2566,maison,13,6,270, BAZAS,589500
2567,maison,1950,3,56, HOURTIN,169000
2568,maison,9,7,264, MARCHEPRIME,366000
2569,maison,2013,6,150, LIBOURNE,335900
2570,maison,11,7,500, BORDEAUX,1190000
2571,maison,1968,4,185, MERIGNAC,799000
2572,maison,2012,7,170, BORDEAUX,850000
2573,appartement,1900,3,72, BORDEAUX,360500
2574,appartement,1980,2,45, ARCACHON,565000
2575,appartement,2006,3,64, PAILLET,119500
2576,maison,5,4,125, BORDEAUX,695000
2577,appartement,2020,4,96, LE BOUSCAT,690000
2578,maison,2020,4,102, LE BOUSCAT,573000
2579,maison,1900,5,116, BORDEAUX,599000
2580,maison,2006,5,114, BIGANOS,353000
2581,maison,8,6,367, QUINSAC,957000
2582,maison,5,3,130, QUINSAC,367500
2583,maison,2010,4,124, LANTON,650000
2584,maison,8,5,295, BLAYE,386650
2585,appartement,1,1,19, BORDEAUX,128000
2586,appartement,4,3,61, CENON,252000
2587,appartement,2,1,43, LORMONT,181000
2588,maison,5,4,125, ST MEDARD EN JALLES,465000
2589,maison,6,4,203, BONNETAN,656250
2590,appartement,2,1,64, BORDEAUX,255000
2591,maison,5,3,123, ARCACHON,966000
2592,maison,2008,5,100, BELIN BELIET,299000
2593,appartement,1850,1,20, BORDEAUX,141500
2594,maison,1900,3,65, BORDEAUX,440000
2595,maison,1680,10,545, BORDEAUX,945000
2596,maison,1759,6,162, CANTENAC,315000
2597,maison,1872,9,310, EYSINES,1735000
2598,maison,2016,5,153, MERIGNAC,940000
2599,maison,5,3,110, ST JEAN DE BLAIGNAC,191500
2600,maison,10,5,279, CASTRES GIRONDE,577500
2601,maison,5,4,140, GRADIGNAN,222600
2602,maison,1930,5,152, TALENCE,525000
2603,maison,1988,6,108, BRACH,284000
2604,appartement,2002,3,62, ST MEDARD EN JALLES,213000
2605,maison,2011,6,150, LEOGNAN,394000
2606,maison,5,4,120, ARCACHON,1280000
2607,maison,3,2,100, BORDEAUX,388500
2608,appartement,1,1,48, ARCACHON,195000
2609,appartement,1970,3,71, TALENCE,259700
2610,appartement,2005,4,94, BORDEAUX,395000
2611,appartement,1900,3,83, BORDEAUX,430500
2612,appartement,1900,3,90, BORDEAUX,495000
2613,appartement,1900,3,117, BORDEAUX,595000
2614,appartement,1900,2,62, BORDEAUX,367500
2615,appartement,1900,1,138, BORDEAUX,635000
2616,maison,1998,3,46, LA TESTE DE BUCH,202000
2617,appartement,1920,1,33, BORDEAUX,178000
2618,appartement,1920,1,33, BORDEAUX,181000
2619,appartement,1920,2,37, BORDEAUX,232200
2620,appartement,1920,1,26, BORDEAUX,186800
2621,appartement,1920,3,53, BORDEAUX,270000
2622,appartement,1920,2,38, BORDEAUX,232200
2623,appartement,1920,1,32, BORDEAUX,186800
2624,appartement,1,4,27, BORDEAUX,181000
2625,appartement,1920,2,39, BORDEAUX,226800
2626,maison,2001,5,135, LACANAU OCEAN                   ,580000
2627,maison,2015,3,65, LEGE CAP FERRET,249000
2628,maison,4,3,90, CASTETS EN DORTHE,179500
2629,appartement,19777,4,85, BORDEAUX,346000
2630,appartement,2,1,46, AUDENGE,172000
2631,maison,1960,4,78, AUDENGE,260000
2632,maison,6,5,162, MERIGNAC,849450
2633,maison,5,4,125, BORDEAUX,750000
2634,maison,5,3,140, CUBZAC LES PONTS,370500
2635,appartement,3,2,82, GUJAN MESTRAS,329000
2636,maison,6,5,171, GUJAN MESTRAS,661500
2637,appartement,4,2,85, ARCACHON,449000
2638,appartement,3,2,49, BORDEAUX,260000
2639,maison,5,3,130, ARES,761250
2640,maison,1870,7,280, LUDON MEDOC,659000
2641,appartement,5,3,108, PESSAC,297000
2642,maison,1900,6,175, BORDEAUX,997000
2643,maison,1947,6,99, ST SULPICE DE FALEYRENS,248000
2644,maison,9,4,304, FLOIRAC,1090000
2645,maison,1996,4,99, ANDERNOS LES BAINS,324000
2646,appartement,2018,2,54, BORDEAUX,265000
2647,maison,1964,6,224, BORDEAUX,990000
2648,maison,1985,6,190, BEYCHAC ET CAILLAU,439000
2649,maison,13,6,384, CEZAC,367500
2650,appartement,1992,2,42, BORDEAUX,88000
2651,appartement,2021,2,41, BASSENS,165900
2652,appartement,2021,3,61, BASSENS,218900
2653,appartement,2021,3,59, BASSENS,209900
2654,maison,2006,2,32, LE VERDON SUR MER,65500
2655,appartement,2019,2,27, MERIGNAC,149800
2656,maison,5,3,86, LIBOURNE,158000
2657,maison,3,2,98, ST EMILION,349500
2658,maison,2,1,36, VENDAYS MONTALIVET,213500
2659,appartement,2,1,36, BORDEAUX,219000
2660,maison,5,3,200, GUITRES,235000
2661,maison,1900,9,180, ST EMILION,473000
2662,maison,1890,4,77, BORDEAUX,460000
2663,maison,2007,9,216, SOULAC SUR MER,548000
2664,appartement,2020,2,40, VILLENAVE D ORNON,175000
2665,appartement,1867,3,73, BORDEAUX,399900
2666,maison,2005,14,988, ARVEYRES,1272000
2667,maison,4,3,85, LAGORCE,110000
2668,maison,1930,5,115, ANDERNOS LES BAINS,2100000
2669,maison,5,3,168, ST ANDRE DE CUBZAC,298000
2670,maison,12,4,495, BOURG,1664000
2671,appartement,2005,3,56, LE TEICH,160000
2672,maison,1988,6,108, AMBARES ET LAGRAVE,360400
2673,maison,2000,7,177, ST VIVIEN DE MEDOC,360000
2674,appartement,1800,3,56, BORDEAUX,285000
2675,appartement,2020,2,44, LE BOUSCAT,260000
2676,maison,4,3,108, LA REOLE,98900
2677,appartement,1970,3,55, BORDEAUX,274900
2678,appartement,2,1,51, LACANAU OCEAN                   ,198000
2679,appartement,2,1,45, BORDEAUX,198000
2680,maison,8,4,336, BERSON,160500
2681,appartement,1,1,32, ARCACHON,171000
2682,maison,5,1,700, ARCACHON,5956500
2683,appartement,5,3,101, LE BOUSCAT,286500
2684,appartement,3,1,61, BORDEAUX,454500
2685,appartement,5,3,157, BORDEAUX,922000
2686,maison,5,4,175, BORDEAUX,892500
2687,appartement,3,2,78, LA TESTE DE BUCH,318000
2688,maison,4,3,119, LA TESTE DE BUCH,661500
2689,maison,5,3,104, CAZAUX                          ,386000
2690,maison,7,3,200, ST LOUBES,270000
2691,appartement,1,1,27, BORDEAUX,130000
2692,appartement,4,3,76, BEGLES,234000
2693,maison,1986,5,60, ST SYMPHORIEN,145800
2694,maison,2017,4,88, BORDEAUX,476000
2695,appartement,4,3,87, BORDEAUX,360400
2696,appartement,4,3,101, PESSAC,509000
2697,appartement,1,1,26, PESSAC,169900
2698,maison,4,3,90, PESSAC,450000
2699,maison,4,3,90, PESSAC,467000
2700,maison,1892,8,195, BORDEAUX,1050000
2701,maison,8,4,183, ST SULPICE ET CAMEYRAC,458000
2702,maison,1,1,30, BORDEAUX,235500
2703,appartement,2,1,40, MERIGNAC,133500
2704,maison,7,5,200, TEUILLAC,210000
2705,appartement,4,3,71, CENON,160900
2706,appartement,1963,3,65, BORDEAUX,248500
2707,appartement,3,2,85, LIBOURNE,256025
2708,maison,1970,6,125, NAUJAC SUR MER,196000
2709,maison,1900,5,123, AYGUEMORTE LES GRAVES,281000
2710,maison,1937,6,138, LE TAILLAN MEDOC,348000
2711,maison,2012,4,83, AMBARES ET LAGRAVE,275000
2712,maison,2018,4,84, LUGOS,264000
2713,appartement,2,1,35, ARCACHON,276000
2714,appartement,4,3,73, HOURTIN,79000
2715,appartement,2014,3,64, TALENCE,275600
2716,maison,1900,6,200, LIBOURNE,565000
2717,appartement,4,3,103, VILLENAVE D ORNON,318000
2718,maison,5,4,132, ST MEDARD EN JALLES,425000
2719,maison,6,4,130, ST ANDRE DE CUBZAC,235400
2720,appartement,1900,3,73, LA TESTE DE BUCH,275000
2721,maison,1850,14,480, LANGON,682500
2722,appartement,4,3,82, MERIGNAC,249500
2723,maison,1970,10,317, LESPARRE MEDOC,499000
2724,maison,1900,7,132, ST SEURIN DE CADOURNE,98000
2725,maison,6,5,134, LE TAILLAN MEDOC,391500
2726,maison,8,5,245, LANGON,286500
2727,maison,4,2,62, ST SEURIN SUR L ISLE,60000
2728,maison,2009,4,100, VENDAYS MONTALIVET,265000
2729,maison,1900,5,158, VENDAYS MONTALIVET,358700
2730,maison,1975,5,130, LES BILLAUX,238000
2731,maison,5,3,200, BRANNE,485000
2732,maison,1930,4,100, ARES,1250000
2733,maison,4,3,137, AMBARES ET LAGRAVE,333500
2734,maison,4,3,80, VILLENAVE D ORNON,255000
2735,appartement,1900,4,106, BORDEAUX,810000
2736,maison,2003,6,141, IZON,336000
2737,maison,1930,7,161, BORDEAUX,779900
2738,appartement,2006,3,41, LE VERDON SUR MER,95400
2739,maison,5,2,152, BLAYE,241500
2740,maison,5,2,152, TEUILLAC,241500
2741,appartement,1930,3,78, ARCACHON,348000
2742,maison,1995,4,112, MARCHEPRIME,373000
2743,appartement,1900,3,50, BORDEAUX,250800
2744,maison,1920,3,79, BORDEAUX,325500
2745,maison,2013,7,175, LE BOUSCAT,939000
2746,maison,1900,5,140, LIBOURNE,365000
2747,appartement,2019,3,68, BORDEAUX,352000
2748,maison,1999,5,118, LACANAU OCEAN                   ,470000
2749,appartement,2019,4,93, PAREMPUYRE,360000
2750,maison,7,6,160, MERIGNAC,850000
2751,maison,1973,5,98, AMBARES ET LAGRAVE,328600
2752,maison,1850,16,580, LIBOURNE,460000
2753,appartement,1970,3,60, ARCACHON,180000
2754,appartement,2,1,48, BORDEAUX,207500
2755,maison,4,3,62, BEGLES,276000
2756,appartement,1975,1,20, ARCACHON,180200
2757,maison,10,7,316, CREON,368000
2758,maison,4,3,138, LA TESTE DE BUCH,427500
2759,appartement,2021,2,50, BORDEAUX,359000
2760,maison,1994,6,170, LACANAU OCEAN                   ,550000
2761,maison,6,4,156, LANGON,300000
2762,maison,4,1,260, LIBOURNE,679250
2763,maison,1970,3,97, SOULAC SUR MER,233900
2764,appartement,4,3,76, BORDEAUX,507000
2765,appartement,3,2,57, VILLENAVE D ORNON,239000
2766,appartement,3,2,72, BORDEAUX,333500
2767,maison,4,3,80, CESTAS,339000
2768,maison,6,4,130, CESTAS,579000
2769,maison,9,5,282, CESTAS,766500
2770,appartement,3,2,62, LESPARRE MEDOC,93000
2771,maison,5,3,124, POMEROL,318000
2772,maison,9,6,314, SALLEBOEUF,745500
2773,appartement,5,3,85, BORDEAUX,297000
2774,appartement,4,2,82, BORDEAUX,395000
2775,appartement,3,2,56, GUJAN MESTRAS,255000
2776,appartement,4,3,89, ARCACHON,682500
2777,appartement,1,1,22, ARCACHON,159000
2778,appartement,2,1,37, LE BOUSCAT,192000
2779,maison,6,4,223, LA TESTE DE BUCH,699900
2780,maison,4,3,100, BELIN BELIET,286500
2781,maison,4,3,84, BIGANOS,344000
2782,maison,4,3,83, BIGANOS,344000
2783,maison,4,3,96, ST PIERRE D AURILLAC,203500
2784,maison,5,3,109, TALENCE,465000
2785,maison,4,3,120, TALENCE,630000
2786,appartement,1,3,18, BORDEAUX,92000
2787,appartement,2,1,42, ST QUENTIN DE BARON,83500
2788,maison,6,3,230, LANGON,391500
2789,maison,6,3,150, CREON,423000
2790,appartement,3,2,63, BORDEAUX,357000
2791,maison,7,4,138, MONTAGNE,212000
2792,maison,5,3,135, LALANDE DE POMEROL,181000
2793,maison,5,2,155, ST MAGNE DE CASTILLON,181000
2794,appartement,2,1,56, PESSAC,202500
2795,appartement,5,4,140, PESSAC,486000
2796,maison,5,3,102, ST DENIS DE PILE,213000
2797,maison,5,4,160, ST AUBIN DE MEDOC,522000
2798,maison,6,5,150, PODENSAC,277000
2799,maison,4,3,90, GUJAN MESTRAS,317500
2800,maison,5,3,180, ST AUBIN DE MEDOC,639000
2801,maison,4,3,156, LEGE CAP FERRET,745500
2802,maison,8,4,250, BOULIAC,824250
2803,maison,1900,7,354, BOURG,388500
2804,appartement,2,1,30, SOULAC SUR MER,92600
2805,maison,1900,7,354, BOURG,388500
2806,maison,10,4,225, AUDENGE,494000
2807,maison,1900,5,135, ST MACAIRE,220000
2808,maison,1980,5,135, ARVEYRES,395000
2809,maison,7,5,430, LA REOLE,244700
2810,appartement,2009,3,65, BELIN BELIET,135000
2811,maison,1981,7,180, ANDERNOS LES BAINS,662000
2812,appartement,2020,4,79, BORDEAUX,347000
2813,appartement,1970,5,103, TALENCE,270000
2814,maison,12,4,495, BOURG,1664000
2815,maison,1940,5,115, BORDEAUX,625000
2816,appartement,2009,2,60, BORDEAUX,278200
2817,maison,7,4,172, REIGNAC,134000
2818,maison,2010,4,114, CUBZAC LES PONTS,279000
2819,maison,1997,5,178, SOULAC SUR MER,462000
2820,maison,1995,5,1135, LACANAU OCEAN                   ,728000
2821,appartement,2020,3,64, BORDEAUX,390000
2822,maison,1880,5,145, CAMBES,395000
2823,appartement,3,2,51, MERIGNAC,140000
2824,maison,7,5,224, PUGNAC,367500
2825,maison,4,2,78, BERSON,173250
2826,maison,3,2,78, PUGNAC,173250
2827,maison,8,5,320, PUGNAC,397100
2828,maison,8,5,320, BLAYE,397100
2829,appartement,3,2,66, BORDEAUX,475000
2830,appartement,3,2,70, BORDEAUX,475000
2831,appartement,2,1,38, BORDEAUX,192000
2832,appartement,1,3,43, BORDEAUX,254500
2833,appartement,6,4,123, BORDEAUX,555000
2834,maison,6,3,211, LORMONT,1257000
2835,maison,4,3,110, ST MEDARD EN JALLES,318000
2836,maison,5,4,110, CESTAS,391500
2837,maison,6,4,175, LE BARP,433500
2838,maison,7,4,227, ST JEAN D ILLAC,908250
2839,appartement,4,3,94, BORDEAUX,420000
2840,maison,5,2,90, BORDEAUX,475500
2841,maison,6,4,236, PAREMPUYRE,574000
2842,maison,2010,4,114, CUBZAC LES PONTS,279000
2843,maison,6,4,135, ST SEURIN SUR L ISLE,181500
2844,maison,8,4,235, ESPIET,444000
2845,maison,1940,3,102, BELIN BELIET,274000
2846,maison,2021,4,86, LANTON,319000
2847,maison,1999,7,235, FRONSAC,598500
2848,maison,2020,4,86, LANTON,319000
2849,maison,4,1,87, ST CAPRAIS DE BORDEAUX,225750
2850,appartement,5,2,77, GRADIGNAN,295000
2851,maison,6,4,192, SALLES,625000
2852,maison,2019,5,140, MONTUSSAN,400000
2853,maison,6,4,130, LANTON,366000
2854,appartement,1970,7,158, BORDEAUX,577000
2855,maison,7,4,260, SOULAC SUR MER,439000
2856,maison,8,5,280, LESPARRE MEDOC,329000
2857,appartement,1920,2,42, BORDEAUX,249000
2858,appartement,1920,2,63, BORDEAUX,299000
2859,appartement,1900,3,58, BORDEAUX,399900
2860,maison,1998,3,71, LA TESTE DE BUCH,290000
2861,maison,8,5,217, LARUSCADE,445000
2862,maison,5,3,120, ST ANDRE DE CUBZAC,267750
2863,maison,5,3,150, VILLENAVE D ORNON,548500
2864,maison,5,3,140, GRADIGNAN,517500
2865,appartement,3,2,65, BLANQUEFORT,274800
2866,maison,5,4,124, GUJAN MESTRAS,569000
2867,maison,1988,4,115, BIGANOS,393750
2868,maison,2006,6,123, BELIN BELIET,288000
2869,maison,1900,4,95, BORDEAUX,395000
2870,maison,1900,5,93, BORDEAUX,540800
2871,maison,1992,2,37, CARCANS,163525
2872,appartement,2,1,43, BIGANOS,180100
2873,maison,1900,6,157, BORDEAUX,787000
2874,maison,10,1,371, LESPARRE MEDOC,519000
2875,maison,5,4,117, VAYRES,333000
2876,maison,7,5,302, LE BOUSCAT,825000
2877,maison,4,3,113, VILLENAVE D ORNON,376800
2878,maison,9,5,366, BOULIAC,2600000
